transaction_id,date,raw_description,normalised_description,category,amount_band,region
T00649,2024-12-14,SonyLiv /NETBANKING,sonyliv netbanking,Entertainment,5000+,US
T00650,2024-04-24,Late Fee #0421,late fee 0421,Others,200-500,EU
T00651,2024-10-26,Walmart INTL,walmart intl,Groceries,500-2000,EU
T00652,2024-11-20,Walmart #0421,walmart 0421,Groceries,2000-5000,IN
T00653,2024-12-14,Pizza Hut - ONLINE,pizza hut online,Dining,5000+,IN
T00654,2024-03-18,Zara - POS TXN,zara pos txn,Shopping,2000-5000,IN
T00655,2024-03-14,PVR Cinemas INTL,pvr cinemas intl,Entertainment,2000-5000,SG
T00656,2024-09-06,Annual Fee /NETBANKING,annual fee netbanking,Others,200-500,IN
T00657,2024-08-19,Late Fee *REF 6134,late fee ref 6134,Others,0-200,IN
T00658,2024-03-07,DMart *REF 3595,dmart ref 3595,Groceries,2000-5000,IN
T00659,2024-07-15,Lifestyle MUMBAI IN,lifestyle mumbai in,Shopping,2000-5000,SG
T00660,2024-01-08,Airtel Postpaid NEW DELHI,airtel postpaid new delhi,Bills,200-500,EU
T00661,2024-12-12,Annual Fee NEW DELHI,annual fee new delhi,Others,200-500,IN
T00662,2024-12-21,Mobile Recharge /NETBANKING,mobile recharge netbanking,Bills,200-500,US
T00663,2024-03-26,Maintenance Charge *REF 2682,maintenance charge ref 2682,Others,2000-5000,EU
T00664,2024-09-23,Starbucks - POS TXN,starbucks pos txn,Dining,500-2000,SG
T00665,2024-09-07,Parking - UPI,parking upi,Others,200-500,EU
T00666,2024-01-10,Annual Fee - ONLINE,annual fee online,Others,200-500,SG
T00667,2024-01-12,HP Petrol Pump /NETBANKING,hp petrol pump netbanking,Fuel,200-500,US
T00668,2024-11-23,Spotify INTL,spotify intl,Entertainment,0-200,SG
T00669,2024-10-31,Nature's Basket NEW DELHI,nature's basket new delhi,Groceries,5000+,IN
T00670,2024-12-19,Mobile Recharge #0421,mobile recharge 0421,Bills,0-200,IN
T00671,2024-10-07,Burger King BLR IN,burger king blr in,Dining,2000-5000,IN
T00672,2024-12-21,Walmart /NETBANKING,walmart netbanking,Groceries,200-500,US
T00673,2024-11-14,Electricity Board MUMBAI IN,electricity board mumbai in,Bills,0-200,EU
T00674,2024-05-24,Apple Music #0421,apple music 0421,Entertainment,5000+,IN
T00675,2024-05-14,McDonald's BLR IN,mcdonald's blr in,Dining,200-500,US
T00676,2024-03-23,IndianOil /NETBANKING,indianoil netbanking,Fuel,2000-5000,EU
T00677,2024-06-18,Gas Company BLR IN,gas company blr in,Bills,200-500,SG
T00678,2024-10-20,Shell Petrol,shell petrol,Fuel,0-200,IN
T00679,2024-02-21,IndiGo Airlines #0421,indigo airlines 0421,Travel,5000+,IN
T00680,2024-05-15,More Supermarket - ONLINE,more supermarket online,Groceries,2000-5000,EU
T00681,2024-05-28,Uber #0421,uber 0421,Travel,200-500,IN
T00682,2024-02-29,Annual Fee - UPI,annual fee upi,Others,500-2000,SG
T00683,2024-06-17,Starbucks,starbucks,Dining,200-500,US
T00684,2024-07-09,Parking BANGALORE IN,parking bangalore in,Others,500-2000,IN
T00685,2024-08-21,Bank Fee #0421,bank fee 0421,Others,2000-5000,SG
T00686,2024-11-28,Nature's Basket MUMBAI IN,nature's basket mumbai in,Groceries,2000-5000,SG
T00687,2024-08-01,Spotify *REF 1960,spotify ref 1960,Entertainment,200-500,IN
T00688,2024-12-16,Rapido *REF 7221,rapido ref 7221,Travel,500-2000,IN
T00689,2024-08-13,Prime Video BLR IN,prime video blr in,Entertainment,0-200,SG
T00690,2024-12-26,Airtel Postpaid - POS TXN,airtel postpaid pos txn,Bills,500-2000,IN
T00691,2024-08-09,Nayara Energy INTL,nayara energy intl,Fuel,5000+,IN
T00692,2024-10-12,BP Fuel Station INTL,bp fuel station intl,Fuel,2000-5000,US
T00693,2024-09-10,Airtel Postpaid - UPI,airtel postpaid upi,Bills,200-500,SG
T00694,2024-06-18,Spotify BLR IN,spotify blr in,Entertainment,500-2000,US
T00695,2024-07-25,Big Bazaar NEW DELHI,big bazaar new delhi,Groceries,200-500,SG
T00696,2024-02-15,Shell Petrol BLR IN,shell petrol blr in,Fuel,2000-5000,SG
T00697,2024-11-30,Rapido INTL,rapido intl,Travel,0-200,SG
T00698,2024-10-12,Airtel Postpaid MUMBAI IN,airtel postpaid mumbai in,Bills,2000-5000,IN
T00699,2024-09-17,DTH Recharge #0421,dth recharge 0421,Bills,5000+,EU
T00700,2024-07-05,Nayara Energy - UPI,nayara energy upi,Fuel,2000-5000,EU
T00701,2024-10-13,DTH Recharge - ONLINE,dth recharge online,Bills,2000-5000,EU
T00702,2024-02-19,Vistara /NETBANKING,vistara netbanking,Travel,2000-5000,IN
T00703,2024-10-07,Shell Petrol INTL,shell petrol intl,Fuel,500-2000,EU
T00704,2024-09-09,Late Fee #0421,late fee 0421,Others,0-200,US
T00705,2024-04-06,Apple Music #0421,apple music 0421,Entertainment,500-2000,US
T00706,2024-06-22,Burger King - ONLINE,burger king online,Dining,2000-5000,US
T00707,2024-08-18,Burger King,burger king,Dining,5000+,IN
T00708,2024-10-10,IndiGo Airlines BLR IN,indigo airlines blr in,Travel,0-200,IN
T00709,2024-03-06,H&M NEW DELHI,h&m new delhi,Shopping,200-500,US
T00710,2024-09-15,Burger King - UPI,burger king upi,Dining,5000+,EU
T00711,2024-07-22,Lifestyle BANGALORE IN,lifestyle bangalore in,Shopping,200-500,EU
T00712,2024-07-30,Maintenance Charge BLR IN,maintenance charge blr in,Others,200-500,US
T00713,2024-12-30,Nature's Basket /NETBANKING,nature's basket netbanking,Groceries,5000+,EU
T00714,2024-12-17,HP Petrol Pump - ONLINE,hp petrol pump online,Fuel,5000+,EU
T00715,2024-12-29,Late Fee *REF 3913,late fee ref 3913,Others,5000+,EU
T00716,2024-12-11,Cafe Coffee Day NEW DELHI,cafe coffee day new delhi,Dining,2000-5000,SG
T00717,2024-01-13,Nature's Basket MUMBAI IN,nature's basket mumbai in,Groceries,0-200,IN
T00718,2024-05-16,Myntra,myntra,Shopping,0-200,US
T00719,2024-02-01,SonyLiv - UPI,sonyliv upi,Entertainment,500-2000,US
T00720,2024-08-19,DMart NEW DELHI,dmart new delhi,Groceries,0-200,EU
T00721,2024-05-01,KFC /NETBANKING,kfc netbanking,Dining,5000+,SG
T00722,2024-07-17,More Supermarket - UPI,more supermarket upi,Groceries,0-200,SG
T00723,2024-05-08,Croma NEW DELHI,croma new delhi,Shopping,0-200,IN
T00724,2024-10-28,Essar Fuel BLR IN,essar fuel blr in,Fuel,200-500,EU
T00725,2024-03-31,Nayara Energy - ONLINE,nayara energy online,Fuel,500-2000,SG
T00726,2024-01-21,Domino's Pizza *REF 9418,domino's pizza ref 9418,Dining,0-200,SG
T00727,2024-03-23,Best Buy NEW DELHI,best buy new delhi,Shopping,500-2000,US
T00728,2024-01-21,Big Bazaar INTL,big bazaar intl,Groceries,2000-5000,US
T00729,2024-09-08,Hotstar BANGALORE IN,hotstar bangalore in,Entertainment,0-200,EU
T00730,2024-04-04,Service Charge /NETBANKING,service charge netbanking,Others,500-2000,US
T00731,2024-02-17,Domino's Pizza MUMBAI IN,domino's pizza mumbai in,Dining,5000+,SG
T00732,2024-07-03,Bank Fee - ONLINE,bank fee online,Others,500-2000,EU
T00733,2024-10-14,DMart BANGALORE IN,dmart bangalore in,Groceries,5000+,SG
T00734,2024-05-03,Airtel Postpaid - UPI,airtel postpaid upi,Bills,500-2000,SG
T00735,2024-02-28,Shell Petrol - UPI,shell petrol upi,Fuel,500-2000,SG
T00736,2024-09-21,Best Buy NEW DELHI,best buy new delhi,Shopping,500-2000,IN
T00737,2024-01-23,Toll Plaza NEW DELHI,toll plaza new delhi,Others,2000-5000,SG
T00738,2024-02-19,More Supermarket - ONLINE,more supermarket online,Groceries,500-2000,IN
T00739,2024-12-09,Netflix - UPI,netflix upi,Entertainment,0-200,US
T00740,2024-10-02,Nayara Energy MUMBAI IN,nayara energy mumbai in,Fuel,0-200,US
T00741,2024-08-23,Flipkart /NETBANKING,flipkart netbanking,Shopping,200-500,IN
T00742,2024-04-01,Service Charge #0421,service charge 0421,Others,0-200,IN
T00743,2024-05-12,Target Groceries #0421,target groceries 0421,Groceries,5000+,US
T00744,2024-06-10,Lifestyle BLR IN,lifestyle blr in,Shopping,2000-5000,SG
T00745,2024-11-24,Water Utility - UPI,water utility upi,Bills,0-200,IN
T00746,2024-09-14,Starbucks /NETBANKING,starbucks netbanking,Dining,0-200,EU
T00747,2024-05-24,Subway - UPI,subway upi,Dining,500-2000,IN
T00748,2024-03-21,RedBus MUMBAI IN,redbus mumbai in,Travel,0-200,SG
T00749,2024-11-20,HP Petrol Pump /NETBANKING,hp petrol pump netbanking,Fuel,2000-5000,EU
T00750,2024-10-10,SonyLiv - UPI,sonyliv upi,Entertainment,500-2000,IN
T00751,2024-10-02,Spotify,spotify,Entertainment,0-200,SG
T00752,2024-07-30,Subway - ONLINE,subway online,Dining,500-2000,US
T00753,2024-04-09,BookMyShow *REF 4617,bookmyshow ref 4617,Entertainment,5000+,EU
T00754,2024-10-08,Domino's Pizza - UPI,domino's pizza upi,Dining,5000+,IN
T00755,2024-02-20,Ola Cabs - POS TXN,ola cabs pos txn,Travel,0-200,EU
T00756,2024-07-01,Nayara Energy BANGALORE IN,nayara energy bangalore in,Fuel,2000-5000,EU
T00757,2024-04-09,PVR Cinemas #0421,pvr cinemas 0421,Entertainment,500-2000,IN
T00758,2024-12-21,Parking BLR IN,parking blr in,Others,500-2000,EU
T00759,2024-01-03,Hotstar INTL,hotstar intl,Entertainment,2000-5000,US
T00760,2024-07-03,Bank Fee - ONLINE,bank fee online,Others,2000-5000,EU
T00761,2024-07-02,Hotstar BLR IN,hotstar blr in,Entertainment,2000-5000,SG
T00762,2024-11-26,Walmart NEW DELHI,walmart new delhi,Groceries,0-200,US
T00763,2024-11-16,Subway *REF 9824,subway ref 9824,Dining,200-500,EU
T00764,2024-10-24,McDonald's,mcdonald's,Dining,5000+,IN
T00765,2024-10-05,Ajio,ajio,Shopping,5000+,EU
T00766,2024-10-28,IndiGo Airlines INTL,indigo airlines intl,Travel,2000-5000,US
T00767,2024-07-22,DMart BLR IN,dmart blr in,Groceries,5000+,IN
T00768,2024-09-20,Toll Plaza,toll plaza,Others,200-500,US
T00769,2024-09-04,Prime Video *REF 3935,prime video ref 3935,Entertainment,5000+,US
T00770,2024-02-02,Service Charge - ONLINE,service charge online,Others,2000-5000,US
T00771,2024-09-22,Reliance Fresh - ONLINE,reliance fresh online,Groceries,0-200,US
T00772,2024-01-21,Parking BLR IN,parking blr in,Others,2000-5000,IN
T00773,2024-05-14,Service Charge /NETBANKING,service charge netbanking,Others,5000+,EU
T00774,2024-10-27,Apple Music - UPI,apple music upi,Entertainment,2000-5000,EU
T00775,2024-06-29,Subway MUMBAI IN,subway mumbai in,Dining,200-500,SG
T00776,2024-09-13,Parking BLR IN,parking blr in,Others,5000+,IN
T00777,2024-04-18,Prime Video *REF 4768,prime video ref 4768,Entertainment,0-200,EU
T00778,2024-12-04,BookMyShow *REF 6934,bookmyshow ref 6934,Entertainment,5000+,IN
T00779,2024-12-11,BP Fuel Station INTL,bp fuel station intl,Fuel,0-200,SG
T00780,2024-11-27,Rapido - ONLINE,rapido online,Travel,5000+,US
T00781,2024-10-20,Amazon - ONLINE,amazon online,Shopping,0-200,US
T00782,2024-10-20,BookMyShow - UPI,bookmyshow upi,Entertainment,5000+,IN
T00783,2024-11-02,Netflix *REF 5231,netflix ref 5231,Entertainment,200-500,SG
T00784,2024-04-20,Mobile Recharge /NETBANKING,mobile recharge netbanking,Bills,500-2000,IN
T00785,2024-07-29,Rapido BLR IN,rapido blr in,Travel,200-500,US
T00786,2024-03-26,BookMyShow BANGALORE IN,bookmyshow bangalore in,Entertainment,5000+,EU
T00787,2024-04-27,Parking BANGALORE IN,parking bangalore in,Others,5000+,IN
T00788,2024-09-24,Lifestyle *REF 2778,lifestyle ref 2778,Shopping,0-200,US
T00789,2024-08-31,Myntra BANGALORE IN,myntra bangalore in,Shopping,0-200,US
T00790,2024-02-17,DTH Recharge NEW DELHI,dth recharge new delhi,Bills,5000+,IN
T00791,2024-12-13,IndiGo Airlines BANGALORE IN,indigo airlines bangalore in,Travel,5000+,IN
T00792,2024-12-23,Zara MUMBAI IN,zara mumbai in,Shopping,500-2000,IN
T00793,2024-10-28,Ajio BLR IN,ajio blr in,Shopping,2000-5000,EU
T00794,2024-02-12,Burger King *REF 5170,burger king ref 5170,Dining,2000-5000,US
T00795,2024-04-06,Target Groceries NEW DELHI,target groceries new delhi,Groceries,2000-5000,EU
T00796,2024-09-23,Mobile Recharge /NETBANKING,mobile recharge netbanking,Bills,0-200,IN
T00797,2024-07-28,Water Utility - UPI,water utility upi,Bills,200-500,EU
T00798,2024-05-13,Service Charge *REF 7980,service charge ref 7980,Others,5000+,EU
T00799,2024-04-14,Croma BANGALORE IN,croma bangalore in,Shopping,500-2000,SG
T00800,2024-07-08,Zara NEW DELHI,zara new delhi,Shopping,2000-5000,US
T00801,2024-12-27,IRCTC - POS TXN,irctc pos txn,Travel,5000+,EU
T00802,2024-08-16,Myntra - UPI,myntra upi,Shopping,0-200,US
T00803,2024-06-22,Spotify - ONLINE,spotify online,Entertainment,5000+,SG
T00804,2024-03-15,Jio Fiber MUMBAI IN,jio fiber mumbai in,Bills,0-200,IN
T00805,2024-04-23,RedBus #0421,redbus 0421,Travel,0-200,EU
T00806,2024-07-24,Service Charge BANGALORE IN,service charge bangalore in,Others,0-200,SG
T00807,2024-11-23,More Supermarket BANGALORE IN,more supermarket bangalore in,Groceries,0-200,US
T00808,2024-04-09,Rapido,rapido,Travel,200-500,EU
T00809,2024-11-10,DTH Recharge BANGALORE IN,dth recharge bangalore in,Bills,5000+,US
T00810,2024-03-21,Netflix INTL,netflix intl,Entertainment,200-500,IN
T00811,2024-07-26,Subway MUMBAI IN,subway mumbai in,Dining,500-2000,SG
T00812,2024-10-08,Essar Fuel,essar fuel,Fuel,0-200,IN
T00813,2024-06-26,More Supermarket NEW DELHI,more supermarket new delhi,Groceries,5000+,EU
T00814,2024-07-25,DMart BANGALORE IN,dmart bangalore in,Groceries,200-500,SG
T00815,2024-10-13,Electricity Board *REF 7670,electricity board ref 7670,Bills,5000+,IN
T00816,2024-10-02,Subway INTL,subway intl,Dining,0-200,EU
T00817,2024-05-04,More Supermarket BLR IN,more supermarket blr in,Groceries,2000-5000,SG
T00818,2024-09-03,Annual Fee BLR IN,annual fee blr in,Others,2000-5000,IN
T00819,2024-12-12,Subway #0421,subway 0421,Dining,2000-5000,US
T00820,2024-12-24,IndianOil MUMBAI IN,indianoil mumbai in,Fuel,500-2000,IN
T00821,2024-12-10,DMart - POS TXN,dmart pos txn,Groceries,0-200,SG
T00822,2024-06-09,Service Charge NEW DELHI,service charge new delhi,Others,200-500,SG
T00823,2024-12-15,Bank Fee BANGALORE IN,bank fee bangalore in,Others,500-2000,US
T00824,2024-05-03,BP Fuel Station /NETBANKING,bp fuel station netbanking,Fuel,200-500,US
T00825,2024-11-12,DMart - ONLINE,dmart online,Groceries,200-500,US
T00826,2024-12-12,Bank Fee #0421,bank fee 0421,Others,0-200,IN
T00827,2024-07-09,Uber NEW DELHI,uber new delhi,Travel,0-200,SG
T00828,2024-04-03,Parking BANGALORE IN,parking bangalore in,Others,500-2000,SG
T00829,2024-01-28,Walmart - ONLINE,walmart online,Groceries,5000+,US
T00830,2024-07-20,H&M NEW DELHI,h&m new delhi,Shopping,0-200,EU
T00831,2024-06-10,Prime Video #0421,prime video 0421,Entertainment,5000+,SG
T00832,2024-10-24,Airtel Postpaid - UPI,airtel postpaid upi,Bills,200-500,SG
T00833,2024-04-05,Cafe Coffee Day INTL,cafe coffee day intl,Dining,5000+,EU
T00834,2024-07-06,DMart - POS TXN,dmart pos txn,Groceries,2000-5000,EU
T00835,2024-12-24,Prime Video MUMBAI IN,prime video mumbai in,Entertainment,200-500,SG
T00836,2024-04-02,Maintenance Charge MUMBAI IN,maintenance charge mumbai in,Others,500-2000,SG
T00837,2024-10-11,PVR Cinemas #0421,pvr cinemas 0421,Entertainment,500-2000,US
T00838,2024-08-30,Lifestyle - ONLINE,lifestyle online,Shopping,200-500,US
T00839,2024-11-18,Jio Fiber MUMBAI IN,jio fiber mumbai in,Bills,2000-5000,US
T00840,2024-10-14,Annual Fee BLR IN,annual fee blr in,Others,500-2000,EU
T00841,2024-04-20,Water Utility #0421,water utility 0421,Bills,200-500,IN
T00842,2024-06-20,Walmart - UPI,walmart upi,Groceries,0-200,SG
T00843,2024-06-25,Reliance Fresh INTL,reliance fresh intl,Groceries,5000+,EU
T00844,2024-10-22,Water Utility #0421,water utility 0421,Bills,500-2000,US
T00845,2024-08-16,SonyLiv INTL,sonyliv intl,Entertainment,500-2000,SG
T00846,2024-11-19,Burger King BANGALORE IN,burger king bangalore in,Dining,500-2000,SG
T00847,2024-11-19,BookMyShow - UPI,bookmyshow upi,Entertainment,500-2000,SG
T00848,2024-04-26,Flipkart #0421,flipkart 0421,Shopping,200-500,EU
T00849,2024-11-05,Maintenance Charge - UPI,maintenance charge upi,Others,500-2000,EU
T00850,2024-07-30,Best Buy BLR IN,best buy blr in,Shopping,500-2000,SG
T00851,2024-12-04,BookMyShow,bookmyshow,Entertainment,200-500,US
T00852,2024-03-26,More Supermarket /NETBANKING,more supermarket netbanking,Groceries,0-200,US
T00853,2024-10-07,Flipkart #0421,flipkart 0421,Shopping,0-200,SG
T00854,2024-02-23,Airtel Postpaid MUMBAI IN,airtel postpaid mumbai in,Bills,5000+,IN
T00855,2024-04-27,Target Groceries *REF 2381,target groceries ref 2381,Groceries,2000-5000,EU
T00856,2024-03-08,Nayara Energy - POS TXN,nayara energy pos txn,Fuel,2000-5000,US
T00857,2024-08-31,Netflix,netflix,Entertainment,500-2000,EU
T00858,2024-12-23,IRCTC NEW DELHI,irctc new delhi,Travel,2000-5000,US
T00859,2024-09-25,Prime Video - UPI,prime video upi,Entertainment,5000+,SG
T00860,2024-02-15,Reliance Fresh BLR IN,reliance fresh blr in,Groceries,5000+,US
T00861,2024-03-20,IRCTC INTL,irctc intl,Travel,2000-5000,EU
T00862,2024-06-25,Big Bazaar,big bazaar,Groceries,5000+,US
T00863,2024-09-01,Walmart NEW DELHI,walmart new delhi,Groceries,0-200,SG
T00864,2024-01-04,Big Bazaar MUMBAI IN,big bazaar mumbai in,Groceries,500-2000,US
T00865,2024-07-21,Bank Fee MUMBAI IN,bank fee mumbai in,Others,5000+,SG
T00866,2024-04-22,HP Petrol Pump /NETBANKING,hp petrol pump netbanking,Fuel,2000-5000,SG
T00867,2024-05-25,Big Bazaar MUMBAI IN,big bazaar mumbai in,Groceries,200-500,EU
T00868,2024-03-10,Walmart - ONLINE,walmart online,Groceries,0-200,US
T00869,2024-05-19,Big Bazaar - UPI,big bazaar upi,Groceries,2000-5000,SG
T00870,2024-01-26,MakeMyTrip INTL,makemytrip intl,Travel,0-200,US
T00871,2024-03-05,Jio Fiber #0421,jio fiber 0421,Bills,500-2000,EU
T00872,2024-01-08,Uber - ONLINE,uber online,Travel,0-200,US
T00873,2024-09-12,MakeMyTrip INTL,makemytrip intl,Travel,2000-5000,EU
T00874,2024-02-11,Parking /NETBANKING,parking netbanking,Others,0-200,EU
T00875,2024-10-05,Netflix - POS TXN,netflix pos txn,Entertainment,2000-5000,IN
T00876,2024-01-07,IndiGo Airlines - ONLINE,indigo airlines online,Travel,500-2000,SG
T00877,2024-01-18,KFC MUMBAI IN,kfc mumbai in,Dining,2000-5000,US
T00878,2024-08-30,BP Fuel Station /NETBANKING,bp fuel station netbanking,Fuel,0-200,US
T00879,2024-10-08,Best Buy INTL,best buy intl,Shopping,200-500,IN
T00880,2024-07-03,Subway BLR IN,subway blr in,Dining,500-2000,US
T00881,2024-04-30,DTH Recharge - UPI,dth recharge upi,Bills,200-500,IN
T00882,2024-10-26,Croma,croma,Shopping,200-500,EU
T00883,2024-10-24,Burger King - ONLINE,burger king online,Dining,0-200,IN
T00884,2024-03-21,IndiGo Airlines INTL,indigo airlines intl,Travel,0-200,US
T00885,2024-11-16,Ola Cabs - UPI,ola cabs upi,Travel,5000+,EU
T00886,2024-03-05,Airtel Postpaid INTL,airtel postpaid intl,Bills,200-500,IN
T00887,2024-08-12,MakeMyTrip INTL,makemytrip intl,Travel,5000+,EU
T00888,2024-03-09,Shell Petrol /NETBANKING,shell petrol netbanking,Fuel,2000-5000,EU
T00889,2024-10-04,Big Bazaar BLR IN,big bazaar blr in,Groceries,2000-5000,EU
T00890,2024-06-14,MakeMyTrip BANGALORE IN,makemytrip bangalore in,Travel,200-500,EU
T00891,2024-02-05,IRCTC BANGALORE IN,irctc bangalore in,Travel,5000+,US
T00892,2024-08-20,Prime Video - POS TXN,prime video pos txn,Entertainment,500-2000,EU
T00893,2024-04-04,DTH Recharge - UPI,dth recharge upi,Bills,5000+,SG
T00894,2024-06-13,Gas Company INTL,gas company intl,Bills,5000+,US
T00895,2024-10-09,Burger King - ONLINE,burger king online,Dining,5000+,SG
T00896,2024-02-26,SonyLiv INTL,sonyliv intl,Entertainment,2000-5000,EU
T00897,2024-01-17,McDonald's,mcdonald's,Dining,200-500,US
T00898,2024-01-17,Shell Petrol BLR IN,shell petrol blr in,Fuel,200-500,IN
T00899,2024-01-26,H&M NEW DELHI,h&m new delhi,Shopping,5000+,EU
T00900,2024-04-16,Bank Fee BANGALORE IN,bank fee bangalore in,Others,0-200,IN
T00901,2024-10-12,Ola Cabs BLR IN,ola cabs blr in,Travel,0-200,EU
T00902,2024-09-27,Croma /NETBANKING,croma netbanking,Shopping,0-200,EU
T00903,2024-04-20,Mobile Recharge #0421,mobile recharge 0421,Bills,500-2000,IN
T00904,2024-04-07,McDonald's /NETBANKING,mcdonald's netbanking,Dining,200-500,SG
T00905,2024-10-12,Essar Fuel - UPI,essar fuel upi,Fuel,200-500,US
T00906,2024-12-11,Flipkart - UPI,flipkart upi,Shopping,5000+,EU
T00907,2024-10-08,RedBus #0421,redbus 0421,Travel,200-500,US
T00908,2024-06-29,Zara INTL,zara intl,Shopping,200-500,SG
T00909,2024-11-20,Toll Plaza INTL,toll plaza intl,Others,500-2000,SG
T00910,2024-07-11,Croma BANGALORE IN,croma bangalore in,Shopping,200-500,US
T00911,2024-01-01,Reliance Fresh BLR IN,reliance fresh blr in,Groceries,2000-5000,SG
T00912,2024-06-03,Electricity Board BANGALORE IN,electricity board bangalore in,Bills,0-200,US
T00913,2024-01-12,Electricity Board - ONLINE,electricity board online,Bills,200-500,EU
T00914,2024-02-18,Target Groceries NEW DELHI,target groceries new delhi,Groceries,5000+,US
T00915,2024-05-15,Water Utility INTL,water utility intl,Bills,200-500,US
T00916,2024-06-02,Toll Plaza - ONLINE,toll plaza online,Others,200-500,EU
T00917,2024-06-15,Burger King BANGALORE IN,burger king bangalore in,Dining,200-500,IN
T00918,2024-10-31,IndiGo Airlines BLR IN,indigo airlines blr in,Travel,5000+,IN
T00919,2024-02-10,Big Bazaar /NETBANKING,big bazaar netbanking,Groceries,5000+,SG
T00920,2024-08-01,DTH Recharge INTL,dth recharge intl,Bills,500-2000,SG
T00921,2024-11-20,KFC /NETBANKING,kfc netbanking,Dining,5000+,IN
T00922,2024-06-12,Amazon - POS TXN,amazon pos txn,Shopping,5000+,IN
T00923,2024-01-26,Hotstar NEW DELHI,hotstar new delhi,Entertainment,200-500,US
T00924,2024-04-23,H&M BANGALORE IN,h&m bangalore in,Shopping,5000+,IN
T00925,2024-06-21,Best Buy MUMBAI IN,best buy mumbai in,Shopping,200-500,US
T00926,2024-05-14,Pizza Hut BANGALORE IN,pizza hut bangalore in,Dining,0-200,SG
T00927,2024-03-10,Burger King NEW DELHI,burger king new delhi,Dining,2000-5000,US
T00928,2024-10-14,MakeMyTrip BLR IN,makemytrip blr in,Travel,2000-5000,US
T00929,2024-06-14,HP Petrol Pump #0421,hp petrol pump 0421,Fuel,500-2000,SG
T00930,2024-07-06,McDonald's - UPI,mcdonald's upi,Dining,2000-5000,SG
T00931,2024-06-05,Bank Fee INTL,bank fee intl,Others,500-2000,IN
T00932,2024-08-13,Hotstar BANGALORE IN,hotstar bangalore in,Entertainment,2000-5000,US
T00933,2024-03-20,DTH Recharge - ONLINE,dth recharge online,Bills,200-500,EU
T00934,2024-11-13,McDonald's /NETBANKING,mcdonald's netbanking,Dining,0-200,US
T00935,2024-06-05,SonyLiv,sonyliv,Entertainment,500-2000,IN
T00936,2024-10-02,Rapido,rapido,Travel,500-2000,US
T00937,2024-10-07,HP Petrol Pump NEW DELHI,hp petrol pump new delhi,Fuel,5000+,EU
T00938,2024-10-25,IndiGo Airlines /NETBANKING,indigo airlines netbanking,Travel,0-200,SG
T00939,2024-12-22,Electricity Board *REF 1984,electricity board ref 1984,Bills,500-2000,US
T00940,2024-07-17,Big Bazaar BLR IN,big bazaar blr in,Groceries,0-200,IN
T00941,2024-01-10,More Supermarket - UPI,more supermarket upi,Groceries,500-2000,IN
T00942,2024-07-13,Nature's Basket - UPI,nature's basket upi,Groceries,2000-5000,US
T00943,2024-04-05,Cafe Coffee Day BLR IN,cafe coffee day blr in,Dining,5000+,IN
T00944,2024-01-21,Essar Fuel BLR IN,essar fuel blr in,Fuel,5000+,IN
T00945,2024-07-20,Essar Fuel - POS TXN,essar fuel pos txn,Fuel,500-2000,SG
T00946,2024-11-16,Netflix INTL,netflix intl,Entertainment,500-2000,EU
T00947,2024-11-16,DMart NEW DELHI,dmart new delhi,Groceries,500-2000,IN
T00948,2024-04-25,Walmart,walmart,Groceries,5000+,EU
T00949,2024-07-14,Hotstar MUMBAI IN,hotstar mumbai in,Entertainment,200-500,IN
T00950,2024-08-06,BP Fuel Station - ONLINE,bp fuel station online,Fuel,5000+,US
T00951,2024-04-15,Target Groceries INTL,target groceries intl,Groceries,2000-5000,US
T00952,2024-08-08,PVR Cinemas *REF 6062,pvr cinemas ref 6062,Entertainment,5000+,US
T00953,2024-04-04,BookMyShow INTL,bookmyshow intl,Entertainment,0-200,IN
T00954,2024-07-29,Annual Fee *REF 1483,annual fee ref 1483,Others,500-2000,SG
T00955,2024-04-06,Walmart /NETBANKING,walmart netbanking,Groceries,500-2000,US
T00956,2024-11-06,Domino's Pizza *REF 1429,domino's pizza ref 1429,Dining,5000+,EU
T00957,2024-07-02,Essar Fuel - ONLINE,essar fuel online,Fuel,200-500,IN
T00958,2024-12-30,Pizza Hut *REF 9230,pizza hut ref 9230,Dining,5000+,SG
T00959,2024-03-11,Bank Fee MUMBAI IN,bank fee mumbai in,Others,2000-5000,SG
T00960,2024-01-08,PVR Cinemas - ONLINE,pvr cinemas online,Entertainment,0-200,SG
T00961,2024-02-03,Walmart - ONLINE,walmart online,Groceries,200-500,US
T00962,2024-08-22,Prime Video BANGALORE IN,prime video bangalore in,Entertainment,2000-5000,EU
T00963,2024-06-09,BP Fuel Station MUMBAI IN,bp fuel station mumbai in,Fuel,0-200,SG
T00964,2024-08-19,Zara NEW DELHI,zara new delhi,Shopping,0-200,IN
T00965,2024-01-21,Uber - ONLINE,uber online,Travel,5000+,SG
T00966,2024-05-29,Zara - UPI,zara upi,Shopping,0-200,US
T00967,2024-03-26,RedBus - POS TXN,redbus pos txn,Travel,500-2000,SG
T00968,2024-08-25,Best Buy BANGALORE IN,best buy bangalore in,Shopping,0-200,US
T00969,2024-04-02,Ola Cabs /NETBANKING,ola cabs netbanking,Travel,5000+,IN
T00970,2024-01-13,Apple Music MUMBAI IN,apple music mumbai in,Entertainment,500-2000,SG
T00971,2024-02-16,Prime Video BANGALORE IN,prime video bangalore in,Entertainment,200-500,SG
